plunder_tiny,plunder,ui_mp_br_mission_reward_plunder,MP_BR_INGAME/DOLLAR_VAL,MP_BR_INGAME/LOOTCARD_SUBTITLE_TOTAL,,br_reward_mission_cash,240,240,240,240,,
plunder_small,plunder,ui_mp_br_mission_reward_plunder,MP_BR_INGAME/DOLLAR_VAL,MP_BR_INGAME/LOOTCARD_SUBTITLE_TOTAL,,br_reward_mission_cash,600,600,600,600,,
plunder_medium,plunder,ui_mp_br_mission_reward_plunder,MP_BR_INGAME/DOLLAR_VAL,MP_BR_INGAME/LOOTCARD_SUBTITLE_TOTAL,,br_reward_mission_cash,750,750,750,750,,
plunder_large,plunder,ui_mp_br_mission_reward_plunder,MP_BR_INGAME/DOLLAR_VAL,MP_BR_INGAME/LOOTCARD_SUBTITLE_TOTAL,,br_reward_mission_cash,1500,1500,1500,1500,,
xp_tiny,xp,ui_mp_br_mission_reward_xp,MP_BR_INGAME/VAL_XP,,,br_reward_mission_xp,150,150,150,150,,
xp_small,xp,ui_mp_br_mission_reward_xp,MP_BR_INGAME/VAL_XP,,,br_reward_mission_xp,250,250,250,250,,
xp_medium,xp,ui_mp_br_mission_reward_xp,MP_BR_INGAME/VAL_XP,,,br_reward_mission_xp,500,500,500,500,,
xp_large,xp,ui_mp_br_mission_reward_xp,MP_BR_INGAME/VAL_XP,,,br_reward_mission_xp,750,750,750,750,,
weapon_xp_tiny,weapon_xp,ui_mp_br_mission_reward_xp_weapon,MP_BR_INGAME/VAL_WEAPON_XP,,,br_reward_mission_weaponxp,150,150,150,150,,
weapon_xp_small,weapon_xp,ui_mp_br_mission_reward_xp_weapon,MP_BR_INGAME/VAL_WEAPON_XP,,,br_reward_mission_weaponxp,250,250,250,250,,
weapon_xp_medium,weapon_xp,ui_mp_br_mission_reward_xp_weapon,MP_BR_INGAME/VAL_WEAPON_XP,,,br_reward_mission_weaponxp,500,500,500,500,,
weapon_xp_large,weapon_xp,ui_mp_br_mission_reward_xp_weapon,MP_BR_INGAME/VAL_WEAPON_XP,,,br_reward_mission_weaponxp,750,750,750,750,,
drop_bag,drop_bag,ui_mp_br_mission_reward_dropbox,MP_BR_INGAME/DROP_BAG,,,,1,1,1,1,,
circle_peek,circle_peek,ui_mp_br_mission_reward_circle,MP_BR_INGAME/CIRCLE_PEEK,MP_BR_INGAME/LOOTCARD_SUBTITLE_TEAM_REWARD,,,1,1,1,1,,
loot_gasmask,loot_items,ui_mp_br_mission_reward_gasmask,EQUIPMENT/GASMASK,MP_BR_INGAME/LOOTCARD_SUBTITLE_1_ITEM,,,brloot_equip_gasmask,brloot_equip_gasmask,brloot_equip_gasmask,brloot_equip_gasmask,,
loot_gasmask_nosplash,loot_items,,EQUIPMENT/GASMASK,MP_BR_INGAME/LOOTCARD_SUBTITLE_1_ITEM,ui_mp_br_mission_reward_gasmask,,brloot_equip_gasmask,brloot_equip_gasmask,brloot_equip_gasmask,brloot_equip_gasmask,,
brloot_killstreak_rcxd_rad,loot_items,ui_mp_br_mission_reward_gasmask,EQUIPMENT/GASMASK,MP_BR_INGAME/LOOTCARD_SUBTITLE_1_ITEM,,br_reward_mission_misc,brloot_killstreak_rcxd_rad,brloot_killstreak_rcxd_rad,brloot_killstreak_rcxd_rad,brloot_killstreak_rcxd_rad,,
