inherit,mp/loot_set_global.csv,,,,
chance,ammo,200,,#ammo by itself - most ammo should spawn with its gun,
chance,health,150,,,
chance,plunder,10,,,
chance,killstreak,5,,,
chance,lethal,150,,,
chance,tactical,150,,,
chance,super,5,,,
chance,weapon,300,,,
chance,tablet,30,,,
item,brloot_ammo_12g,5,#common,,
item,brloot_ammo_50cal,30,#common,,
item,brloot_ammo_762,40,#common,,
item,brloot_ammo_919,10,#common,,
item,brloot_ammo_rocket,15,#common,,
item,brloot_offhand_atmine,15,#common,,
item,brloot_offhand_claymore,15,#common,,
item,brloot_offhand_frag,15,#common,,
item,brloot_offhand_molotov,5,#common,,
item,brloot_offhand_throwingknife,5,#common,,
item,brloot_health_adrenaline,5,#common,,
item,brloot_offhand_concussion,10,#common,,
item,brloot_offhand_decoy,15,#common,,
item,brloot_offhand_flash,10,#common,,
item,brloot_offhand_gas,15,#common,,
item,brloot_offhand_heartbeatsensor,5,#common,,
item,brloot_offhand_smoke,10,#common,,
item,brloot_offhand_snapshot,15,#common,,
item,brloot_weapon_mcx_comm,53,#common,#weapon,
item,brloot_weapon_mcx_unco,40,#uncommon,#weapon,
item,brloot_weapon_mp7_comm,53,#common,#weapon,
item,brloot_weapon_mp7_unco,40,#uncommon,#weapon,
item,brloot_weapon_m870_comm,36,#common,#weapon,
item,brloot_weapon_p320_comm,53,#common,#weapon,
item,brloot_weapon_p320_unco,40,#uncommon,#weapon,
item,brloot_weapon_mg34_comm,36,#common,#weapon,
item,brloot_weapon_mg34_unco,18,#uncommon,#weapon,
item,brloot_weapon_carlg_epic,10,#epic,#weapon,
item,brloot_weapon_rpg7_comm,53,#common,#weapon,
item,brloot_assassination_tablet,30,,#tablets,
item,brloot_domination_tablet,45,,#tablets,
item,brloot_scavenger_tablet,25,,#tablets,
