0,ui_playercard_305,ui_playercard_305,CARDS/ST_CARD_305,standard,,,,,,1,
1,ui_playercard_001,ui_playercard_001,CARDS/ST_CARD_1,standard,,TRUE,,,,0,
2,ui_playercard_002,ui_playercard_002,CARDS/ST_CARD_2,standard,,TRUE,,,,0,
3,ui_playercard_003,ui_playercard_003,CARDS/ST_CARD_3,standard,,TRUE,,,,0,
4,ui_playercard_004,ui_playercard_004,CARDS/ST_CARD_4,standard,,TRUE,,,,0,
5,ui_playercard_005,ui_playercard_005,CARDS/ST_CARD_5,standard,,TRUE,,,,0,
6,ui_playercard_006,ui_playercard_006,CARDS/ST_CARD_6,standard,,TRUE,,,,0,
7,ui_playercard_007,ui_playercard_007,CARDS/ST_CARD_7,standard,,TRUE,,,,0,
8,ui_playercard_008,ui_playercard_008,CARDS/ST_CARD_8,standard,,TRUE,,,,0,
9,ui_playercard_009,ui_playercard_009,CARDS/ST_CARD_9,standard,,TRUE,,,,0,
10,ui_playercard_010,ui_playercard_010,CARDS/ST_CARD_10,standard,,TRUE,,,,0,
11,ui_playercard_011,ui_playercard_011,CARDS/ST_CARD_11,standard,,TRUE,,,,0,
12,ui_playercard_012,ui_playercard_012,CARDS/ST_CARD_12,standard,,TRUE,,,,0,
13,ui_playercard_013,ui_playercard_013,CARDS/ST_CARD_13,standard,,TRUE,,,,0,
14,ui_playercard_014,ui_playercard_014,CARDS/ST_CARD_14,standard,,TRUE,,,,0,
15,ui_playercard_015,ui_playercard_015,CARDS/ST_CARD_15,standard,,TRUE,,,,0,
16,ui_playercard_016,ui_playercard_016,CARDS/ST_CARD_16,standard,,TRUE,,,,0,
17,ui_playercard_017,ui_playercard_017,CARDS/ST_CARD_17,standard,,TRUE,,,,0,
18,ui_playercard_018,ui_playercard_018,CARDS/ST_CARD_18,standard,,TRUE,,,,0,
19,ui_playercard_019,ui_playercard_019,CARDS/ST_CARD_19,standard,,TRUE,,,,0,
20,ui_playercard_020,ui_playercard_020,CARDS/ST_CARD_20,standard,,TRUE,,,,0,
21,ui_playercard_021,ui_playercard_021,CARDS/ST_CARD_21,standard,,TRUE,,,,0,
22,ui_playercard_022,ui_playercard_022,CARDS/ST_CARD_22,standard,,TRUE,,,,0,
23,ui_playercard_023,ui_playercard_023,CARDS/ST_CARD_23,standard,,TRUE,,,,0,
24,ui_playercard_024,ui_playercard_024,CARDS/ST_CARD_24,standard,,TRUE,,,,0,
25,ui_playercard_025,ui_playercard_025,CARDS/ST_CARD_25,standard,,TRUE,,,,0,
26,ui_playercard_026,ui_playercard_026,CARDS/ST_CARD_26,standard,,TRUE,,,,0,
27,ui_playercard_027,ui_playercard_027,CARDS/ST_CARD_27,standard,,TRUE,,,,0,
28,ui_playercard_028,ui_playercard_028,CARDS/ST_CARD_28,standard,,TRUE,,,,0,
29,ui_playercard_029,ui_playercard_029,CARDS/ST_CARD_29,standard,,TRUE,,,,0,
30,ui_playercard_030,ui_playercard_030,CARDS/ST_CARD_30,standard,,TRUE,,,,0,
31,ui_playercard_031,ui_playercard_031,CARDS/ST_CARD_31,standard,,TRUE,,,,0,
32,ui_playercard_032,ui_playercard_032,CARDS/ST_CARD_32,standard,,TRUE,,,,0,
33,ui_playercard_033,ui_playercard_033,CARDS/ST_CARD_33,standard,,TRUE,,,,0,
34,ui_playercard_034,ui_playercard_034,CARDS/ST_CARD_34,standard,,TRUE,,,,0,
35,ui_playercard_035,ui_playercard_035,CARDS/ST_CARD_35,standard,,TRUE,,,,0,
36,ui_playercard_036,ui_playercard_036,CARDS/ST_CARD_36,standard,,TRUE,,,,0,
37,ui_playercard_037,ui_playercard_037,CARDS/ST_CARD_37,standard,,TRUE,,,,0,
38,ui_playercard_038,ui_playercard_038,CARDS/ST_CARD_38,standard,,TRUE,,,,0,
39,ui_playercard_039,ui_playercard_039,CARDS/ST_CARD_39,standard,,TRUE,,,,0,
40,ui_playercard_040,ui_playercard_040,CARDS/ST_CARD_40,standard,,TRUE,,,,0,
41,ui_playercard_041,ui_playercard_041,CARDS/ST_CARD_41,standard,,TRUE,,,,0,
42,ui_playercard_042,ui_playercard_042,CARDS/ST_CARD_42,standard,,TRUE,,,,0,
43,ui_playercard_043,ui_playercard_043,CARDS/ST_CARD_43,standard,,TRUE,,,,0,
44,ui_playercard_044,ui_playercard_044,CARDS/ST_CARD_44,standard,,TRUE,,,,0,
45,ui_playercard_045,ui_playercard_045,CARDS/ST_CARD_45,standard,,TRUE,,,,0,
46,ui_playercard_046,ui_playercard_046,CARDS/ST_CARD_46,standard,,TRUE,,,,0,
47,ui_playercard_047,ui_playercard_047,CARDS/ST_CARD_47,standard,,TRUE,,,,0,
48,ui_playercard_048,ui_playercard_048,CARDS/ST_CARD_48,standard,,TRUE,,,,0,
49,ui_playercard_049,ui_playercard_049,CARDS/ST_CARD_49,standard,,TRUE,,,,0,
50,ui_playercard_050,ui_playercard_050,CARDS/ST_CARD_50,standard,,TRUE,,,,0,
51,ui_playercard_051,ui_playercard_051,CARDS/ST_CARD_51,standard,,TRUE,,,,0,
52,ui_playercard_052,ui_playercard_052,CARDS/ST_CARD_52,standard,,TRUE,,,,0,
53,ui_playercard_053,ui_playercard_053,CARDS/ST_CARD_53,standard,,TRUE,,,,0,
54,ui_playercard_054,ui_playercard_054,CARDS/ST_CARD_54,standard,,TRUE,,,,0,
55,ui_playercard_055,ui_playercard_055,CARDS/ST_CARD_55,standard,,TRUE,,,,0,
56,ui_playercard_056,ui_playercard_056,CARDS/ST_CARD_56,standard,,TRUE,,,,0,
57,ui_playercard_057,ui_playercard_057,CARDS/ST_CARD_57,standard,,TRUE,,,,0,
58,ui_playercard_058,ui_playercard_058,CARDS/ST_CARD_58,standard,,TRUE,,,,0,
59,ui_playercard_059,ui_playercard_059,CARDS/ST_CARD_59,standard,,TRUE,,,,0,
60,ui_playercard_060,ui_playercard_060,CARDS/ST_CARD_60,standard,,TRUE,,,,0,
61,ui_playercard_061,ui_playercard_061,CARDS/ST_CARD_61,standard,,TRUE,,,,0,
62,ui_playercard_062,ui_playercard_062,CARDS/ST_CARD_62,standard,,TRUE,,,,0,
63,ui_playercard_063,ui_playercard_063,CARDS/ST_CARD_63,standard,,TRUE,,,,0,
64,ui_playercard_064,ui_playercard_064,CARDS/ST_CARD_64,standard,,TRUE,,,,0,
65,ui_playercard_065,ui_playercard_065,CARDS/ST_CARD_65,standard,,TRUE,,,,0,
66,ui_playercard_066,ui_playercard_066,CARDS/ST_CARD_66,standard,,TRUE,,,,0,
67,ui_playercard_067,ui_playercard_067,CARDS/ST_CARD_67,standard,,TRUE,,,,0,
68,ui_playercard_068,ui_playercard_068,CARDS/ST_CARD_68,standard,,TRUE,,,,0,
69,ui_playercard_069,ui_playercard_069,CARDS/ST_CARD_69,standard,,TRUE,,,,0,
70,ui_playercard_070,ui_playercard_070,CARDS/ST_CARD_70,standard,,TRUE,,,,0,
71,ui_playercard_071,ui_playercard_071,CARDS/ST_CARD_71,standard,,TRUE,,,,0,
