0,none,EQUIPMENT/NONE,EQUIPMENT/NONE_DESC,specialty_ks_null,specialty_ks_null,none,0,0,,0,FALSE,none,empty_model,none,,placeholder_x,0,,
1,equip_frag,EQUIPMENT/FRAG,EQUIPMENT/FRAG_DESC,hud_icon_equipment_frag,icon_equipment_slot_frag,frag_grenade_mp,1,2,,0,FALSE,,offhand_vm_grenade_mike67_frontend,mp_equipment_tutorial_frag,,icon_equipment_frag,500,,
2,equip_claymore,EQUIPMENT/CLAYMORE,EQUIPMENT/CLAYMORE_DESC,hud_icon_equipment_claymore,icon_equipment_slot_claymore,claymore_mp,1,1,,0,FALSE,claymore_radial_mp,offhand_vm_claymore_frontend,mp_equipment_tutorial_claymore,,icon_equipment_claymore,500,,
3,equip_c4,EQUIPMENT/C4,EQUIPMENT/C4_DESC,hud_icon_equipment_c4,icon_equipment_slot_c4,c4_mp_p,1,4,,0,FALSE,,offhand_vm_c4_frontend,mp_equipment_tutorial_c4,,icon_equipment_c4,500,,
4,equip_molotov,EQUIPMENT/MOLOTOV,EQUIPMENT/MOLOTOV_DESC,hud_icon_equipment_molotov,icon_equipment_slot_molotov,molotov_mp,1,3,,0,FALSE,,offhand_vm_molotov_frontend,mp_equipment_tutorial_molotov,,icon_equipment_molotov,500,,
5,equip_semtex,EQUIPMENT/SEMTEX,EQUIPMENT/SEMTEX_DESC,hud_icon_equipment_semtex,icon_equipment_slot_semtex,semtex_mp,1,5,,0,FALSE,,offhand_vm_grenade_semtex_frontend,mp_equipment_tutorial_semtex,,icon_equipment_semtex,500,,
6,equip_throwing_knife,EQUIPMENT/THROWING_KNIFE,EQUIPMENT/THROWING_KNIFE_DESC,hud_icon_equipment_throwing_knife,icon_equipment_slot_throwing_knife,throwingknife_mp,1,6,,1,FALSE,,weapon_vm_soscar_knife_frontend,mp_equipment_tutorial_throwing_knife,,icon_equipment_throwing_knife,500,,
7,equip_pop_rocket,EQUIPMENT/POP_ROCKET,EQUIPMENT/POP_ROCKET_DESC,hud_icon_equipment_pop_rocket,hud_icon_equipment_pop_rocket,pop_rocket_mp,1,-1,,0,FALSE,,offhand_vm_pop_rocket,default,,placeholder_x,500,,
8,equip_at_mine,EQUIPMENT/AT_MINE,EQUIPMENT/AT_MINE_DESC,hud_icon_equipment_at_mine,icon_equipment_slot_at_mine,at_mine_mp,1,8,,0,FALSE,,offhand_vm_at_mine_frontend,mp_equipment_tutorial_at_mine,,icon_equipment_at_mine,500,,
9,equip_thermite,EQUIPMENT/THERMITE,EQUIPMENT/THERMITE_DESC,hud_icon_equipment_thermite,hud_icon_equipment_thermite,thermite_mp,1,9,,0,FALSE,thermite_av_mp thermite_av_mp,offhand_vm_grenade_thermite_frontend,mp_equipment_tutorial_thermite,,icon_equipment_thermite,500,,
10,equip_flash,EQUIPMENT/FLASH,EQUIPMENT/FLASH_DESC,hud_icon_equipment_flash,icon_equipment_slot_flash,flash_grenade_mp,2,10,,0,FALSE,,offhand_vm_grenade_flash_frontend,mp_equipment_tutorial_flashbang,hits,icon_equipment_flash,500,,
11,equip_concussion,EQUIPMENT/CONCUSSION,EQUIPMENT/CONCUSSION_DESC,hud_icon_equipment_stun,icon_equipment_slot_stun,concussion_grenade_mp,2,11,,0,FALSE,,offhand_vm_grenade_concussion_frontend,mp_equipment_tutorial_stun,hits,icon_equipment_stun,500,,
12,equip_smoke,EQUIPMENT/SMOKE,EQUIPMENT/SMOKE_DESC,hud_icon_equipment_smoke,icon_equipment_slot_smoke,smoke_grenade_mp,2,12,,0,FALSE,none,offhand_vm_grenade_smoke_frontend,mp_equipment_tutorial_smoke,,icon_equipment_smoke,500,,
13,equip_snapshot_grenade,EQUIPMENT/SNAPSHOT_GRENADE,EQUIPMENT/SNAPSHOT_GRENADE_DESC,hud_icon_equipment_snapshot,icon_equipment_slot_snapshot,snapshot_grenade_mp,2,13,,0,FALSE,,offhand_vm_grenade_snapshot_frontend,mp_equipment_tutorial_snapshot,hits,icon_equipment_snapshot,500,,
14,equip_hb_sensor,EQUIPMENT/HB_SENSOR,EQUIPMENT/HB_SENSOR_DESC,hud_icon_equipment_hb_sensor,hud_icon_equipment_hb_sensor,hb_sensor_mp,2,14,,0,FALSE,,offhand_vm_tablet_frontend,mp_equipment_tutorial_hb_sensor,,icon_equipment_hb_sensor,500,,
15,equip_gas_grenade,EQUIPMENT/GAS,EQUIPMENT/GAS_DESC,hud_icon_equipment_gas,icon_equipment_slot_gas,gas_mp,2,17,,0,FALSE,,offhand_vm_grenade_teargas,mp_equipment_tutorial_gas_grenade,hits,icon_equipment_gas,500,,
16,equip_adrenaline,EQUIPMENT/ADRENALINE,EQUIPMENT/ADRENALINE_DESC,hud_icon_equipment_stim,icon_equipment_slot_stim,adrenaline_mp,2,15,,0,FALSE,none,offhand_vm_stim_frontend,mp_equipment_tutorial_stim,healed,icon_equipment_stim,500,,
17,equip_decoy,EQUIPMENT/DECOY,EQUIPMENT/DECOY_DESC,hud_icon_equipment_decoy,icon_equipment_slot_decoy,decoy_grenade_mp,2,16,,0,FALSE,,offhand_vm_grenade_decoy_frontend,mp_equipment_tutorial_decoy_grenade,hits,icon_equipment_decoy,500,,
18,equip_emp,EQUIPMENT/EMP,EQUIPMENT/EMP_DESC,hud_icon_equipment_emp,icon_equipment_slot_emp,emp_grenade_mp,2,-1,,0,FALSE,,empty_model,,,placeholder_x,500,,
19,equip_tac_cover,EQUIPMENT/TACTICAL_COVER,EQUIPMENT/TACTICAL_COVER_DESC,hud_icon_equipment_tac_cover,hud_icon_equipment_tac_cover,tac_cover_mp,2,-1,,0,FALSE,none,offhand_vm_deployable_cover,,,placeholder_x,500,,
20,equip_trophy,EQUIPMENT/TROPHY,EQUIPMENT/TROPHY_DESC,hud_icon_equipment_trophy,icon_equipment_slot_trophy,trophy_mp,2,-1,,0,FALSE,,offhand_vm_trophy_system,,,placeholder_x,500,,
21,equip_tac_insert,EQUIPMENT/TAC_INSERT,EQUIPMENT/NONE_DESC,hud_icon_fieldupgrade_tac_insert,hud_icon_fieldupgrade_tac_insert,flare_mp,2,-1,,0,FALSE,,empty_model,,,placeholder_x,500,,
22,equip_advanced_supply_drop,EQUIPMENT/ADVANCED_SUPPLY_DROP,EQUIPMENT/ADVANCED_SUPPLY_DROP_DESC,ui_mp_br_loot_icon_equipment_requisition_airdrop,ui_mp_br_loot_icon_equipment_requisition_airdrop,advanced_supply_drop_marker_mp,2,-1,,0,FALSE,,empty_model,,,placeholder_x,500,,
23,equip_recondrone,EQUIPMENT/RECONDRONE_BR,EQUIPMENT_RECONDRONE_BR_DESC,hud_icon_killstreak_radardrone_recon,hud_icon_killstreak_radardrone_recon,super_default_mp,2,-1,,0,FALSE,,empty_model,,,placeholder_x,500,,
24,equip_bandages,EQUIPMENT/BANDAGES_BR,EQUIPMENT/NONE_DESC,ui_mp_br_loot_icon_health_small,ui_mp_br_loot_icon_health_small,bandage_br,3,-1,,0,FALSE,,empty_model,,,placeholder_x,500,,
25,equip_firstaid,EQUIPMENT/FIRSTAID_BR,EQUIPMENT/NONE_DESC,ui_mp_br_loot_icon_health_large,ui_mp_br_loot_icon_health_large,firstaid_br,3,-1,,0,FALSE,,empty_model,,,placeholder_x,500,,
26,equip_adrenalinebr,EQUIPMENT/ADRENALINE,EQUIPMENT/ADRENALINE_DESC,ui_mp_br_loot_icon_health_stim,ui_mp_br_loot_icon_health_stim,adrenaline_br,2,-1,,0,FALSE,none,offhand_vm_stim_frontend,,,placeholder_x,500,,
27,equip_armorplate,EQUIPMENT/ARMORPLATE,EQUIPMENT/NONE_DESC,ui_mp_br_loot_icon_health_armor_plates,ui_mp_br_loot_icon_health_armor_plates,bandage_br,3,-1,,0,FALSE,,empty_model,,,placeholder_x,500,,
28,equip_extract,MP_BR_PLUNDER_EXTRACT,EQUIPMENT/NONE_DESC,ui_mp_br_loot_icon_plunder_extract,ui_mp_br_loot_icon_plunder_extract,iw8_fulton_bag_mp,2,-1,,0,FALSE,,empty_model,,,placeholder_x,500,,
29,equip_scramblerdrone,EQUIPMENT/SCRAMBLERDRONE_BR,EQUIPMENT_SCRAMBLERDRONE_BR_DESC,hud_icon_killstreak_scramblerdrone,hud_icon_killstreak_scramblerdrone,scramblerdrone_mp_br,2,-1,,0,FALSE,,empty_model,,,placeholder_x,500,,
30,equip_empdrone,EQUIPMENT/EMPDRONE_BR,EQUIPMENT/NONE_DESC,hud_icon_killstreak_emp_drone,hud_icon_killstreak_emp_drone,super_default_mp,2,-1,,0,FALSE,,empty_model,,,placeholder_x,500,,
31,equip_radardrone,EQUIPMENT/RADARDRONE_BR,EQUIPMENT_RADARDRONE_BR_DESC,hud_icon_killstreak_radardrone_overwatch,hud_icon_killstreak_radardrone_overwatch,radardrone_mp_br,2,-1,,0,FALSE,,empty_model,,,placeholder_x,500,,
32,equip_shieldturret,EQUIPMENT/SHIELD_TURRET_BR,EQUIPMENT_SHIELDTURRET_BR_DESC,hud_icon_killstreak_turret,hud_icon_killstreak_turret,shieldturret_mp_br,2,-1,,0,FALSE,,empty_model,,,placeholder_x,500,,
33,equip_helmet,EQUIPMENT/HELMET_MP,EQUIPMENT_HELMET_MP_DESC,hud_helmet,hud_helmet,power_helmet_mp,2,-1,,0,TRUE,none,empty_model,,,placeholder_x,500,,
34,equip_rock,MP/BR_FC_ROCK,EQUIPMENT/NONE_DESC,ui_mp_br_loot_icon_gulag_rock,ui_mp_br_loot_icon_gulag_rock,rock_mp,1,-1,,0,FALSE,,rock_small_scotland_dirt_09,,,,500,,
35,equip_deadsilence,,,,,super_default_mp,2,-1,,0,,,empty_model,,,placeholder_x,500,,
36,equip_munitionsbox,,,hud_icon_equipment_support_box,hud_icon_equipment_support_box,support_box_mp,2,-1,,0,,,empty_model,,,placeholder_x,500,,
37,equip_stoppingpower,,,,,super_default_mp,2,-1,,0,,,empty_model,,,placeholder_x,500,,
38,equip_weapondrop,,,,,super_default_mp,2,-1,,0,,,empty_model,,,placeholder_x,500,,
39,equip_snowball,EQUIPMENT/SNOWBALL,EQUIPMENT/NONE_DESC,hud_icon_equipment_snowball,hud_icon_equipment_snowball,snowball_mp,1,-1,,1,FALSE,,offhand_vm_snowball,,,,500,,
40,equip_pball,EQUIPMENT/PBALL,EQUIPMENT/NONE_DESC,hud_icon_equipment_snowball_pball,hud_icon_equipment_snowball_pball,pball_mp,1,-1,,1,FALSE,,weapon_vm_snowball_urine,,,,500,,
41,equip_throwing_knife_fire,EQUIPMENT/THROWING_KNIFE_FIRE,EQUIPMENT/THROWING_KNIFE_FIRE_DESC,hud_icon_equipment_throwing_knife_fire,icon_equipment_throwing_knife_fire,throwingknife_fire_mp,1,7,,1,FALSE,,weapon_vm_me_tactical_knife_v42_frontend,mp_equipment_tutorial_throwing_knife_fire,,icon_equipment_throwing_knife_fire,500,1,
42,equip_armorbox,,,hud_icon_equipment_support_box,hud_icon_equipment_support_box,armor_box_mp,2,-1,,0,,,empty_model,,,placeholder_x,500,,
43,equip_binoculars,EQUIPMENT/BINOCULARS,EQUIPMENT/BINOCULARS_DESC,hud_icon_equipment_spotter_scope,hud_icon_equipment_spotter_scope,offhand_spotter_scope_mp,2,-1,,0,FALSE,,offhand_vm_spotter_scope_br,,,placeholder_x,500,,
