layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
layer,0,0,0,
category,affordable,EM_CATEGORY_AFFORDABLE,,
category,MP_EMBLEM_EDITOR/DECAL_TAB_ALPHAS,EM_CATEGORY_ALPHANUMERIC,,
category,MP_EMBLEM_EDITOR/DECAL_TAB_WEAPONS,EM_CATEGORY_WEAPON,,
category,creature,EM_CATEGORY_CREATURE,,
category,crest,EM_CATEGORY_CREST,,
category,MP_EMBLEM_EDITOR/DECAL_TAB_ICONS,EM_CATEGORY_ICON,,
category,object,EM_CATEGORY_OBJECT,,
category,MP_EMBLEM_EDITOR/DECAL_TAB_SYMBOLS,EM_CATEGORY_SYMBOL,,
category,anatomy,EM_CATEGORY_ANATOMY,,
category,domestic,EM_CATEGORY_DOMESTIC,,
category,MP_EMBLEM_EDITOR/DECAL_TAB_RANKS,EM_CATEGORY_RANKS,,
icontype,general,EM_ICONTYPE_GENERAL,,
bgcategory,general,EM_BGCATEGORY_GENERAL,,
bgcategory,weapons,EM_BGCATEGORY_WEAPONS,,
bgcategory,gamemodes,EM_BGCATEGORY_GAMEMODES,,
bgcategory,prestige,EM_BGCATEGORY_PRESTIGE,,
bgcategory,dlc,EM_BGCATEGORY_DLC,,
