chance,ammo,2,#Ammo should be spawned dependent on weapons that pop out of cache or at random,
chance,health,31,,
chance,plunder,2,,
chance,killstreak,3,,
chance,lethal,14,,
chance,tactical,14,,
chance,super,22,,
chance,weapon,7,,
chance,gear,4,,
chance,tablet,0,,
item,brloot_ammo_12g,50,#common,
item,brloot_ammo_50cal,50,#common,
item,brloot_offhand_atmine,8,#rare,
item,brloot_offhand_claymore,8,#rare,
item,brloot_offhand_c4,14,#uncommon,
item,brloot_offhand_frag,18,#common,
item,brloot_offhand_molotov,14,#common,
item,brloot_offhand_semtex,18,#common,
item,brloot_offhand_thermite,14,#uncommon,
item,brloot_offhand_throwingknife,18,#common,
item,brloot_health_adrenaline,15,#common,
item,brloot_offhand_binoculars,0,#uncommon,
item,brloot_offhand_concussion,12,#common,
item,brloot_offhand_decoy,15,#common,
item,brloot_offhand_flash,12,#common,
item,brloot_offhand_gas,15,#uncommon,
item,brloot_offhand_heartbeatsensor,8,#rare,
item,brloot_offhand_smoke,12,#common,
item,brloot_offhand_snapshot,8,#uncommon,
item,brloot_offhand_taccover,20,#rare,
item,brloot_offhand_trophysystem,24,#rare,
item,brloot_killstreak_recondrone,15,#epic,
item,brloot_super_deadsilence,20,#rare,
item,brloot_super_stoppingpower,10,#legendary,
item,brloot_super_munitionsbox,6,#legendary,
item,brloot_super_armorbox,5,#legendary,
item,brloot_weapon_hdr_epic,124,#epic,
item,brloot_weapon_hdr_lege,50,#legendary,
item,brloot_weapon_dragunov_epic,124,#epic,
item,brloot_weapon_dragunov_lege,50,#legendary,
item,brloot_weapon_kar98_epic,124,#epic,
item,brloot_weapon_kar98_lege,50,#legendary,
item,brloot_weapon_marlin_comm,50,#common,
item,brloot_weapon_marlin_unco,531,#uncommon,
item,brloot_weapon_marlin_rare,869,#rare,
item,brloot_weapon_m14_comm,869,#common,
item,brloot_weapon_m14_unco,466,#uncommon,
item,brloot_weapon_m14_rare,466,#rare,
item,brloot_weapon_citori_comm,124,#common,
item,brloot_weapon_citori_unco,50,#uncommon,
item,brloot_weapon_citori_rare,531,#rare,
item,brloot_weapon_m870_epic,124,#epic,
item,brloot_weapon_m870_lege,50,#legendary,
item,brloot_weapon_dp12_epic,124,#epic,
item,brloot_weapon_dp12_lege,50,#legendary,
item,brloot_weapon_as50_lege,25,#legendary,
item,brloot_weapon_crossbow_lege,25,#legendary,
item,brloot_weapon_origin12_lege,25,#legendary,
item,brloot_armor_plate,94,#common,
item,brloot_plate_pouch,6,#common,
item,brloot_plunder_cash_uncommon_1,0,#uncommon,
item,brloot_plunder_cash_uncommon_2,20,#uncommon,
item,brloot_plunder_cash_uncommon_3,12,#uncommon,
item,brloot_plunder_cash_rare_1,8,#rare,
item,brloot_equip_gasmask,100,#legendary,
item,brloot_killstreak_uav,15,#legendary,
item,brloot_killstreak_clusterstrike,25,#epic,
item,brloot_killstreak_precision_airstrike,15,#legendary,
item,brloot_killstreak_shieldturret,45,#rare,
