req,brloot_weapon_mgl32_lege,,1,1,,,
req,brloot_equip_gasmask,,1,1,,,
req,brloot_super_armorbox,,2,2,,,
req,brloot_super_munitionsbox,,2,2,,,
req,brloot_plate_pouch,,3,3,,,
req,,,4,5,,2,
chance,ammo,5,,,,,
chance,health,33,,,,,
chance,plunder,0,,,,,
chance,killstreak,0,,,,,
chance,lethal,15,,,,,
chance,tactical,15,,,,,
chance,super,22,,,,,
chance,weapon,5,,,,,
chance,gear,5,,,,,
chance,tablet,0,,,,,
chance,keycard,0,,,,,
item,brloot_ammo_12g,20,#common,,,,
item,brloot_ammo_50cal,15,#common,,,,
item,brloot_ammo_762,20,#common,,,,
item,brloot_ammo_919,40,#common,,,,
item,brloot_ammo_rocket,5,#common,,,,
item,brloot_equip_gasmask,100,#legendary,,,,
item,brloot_offhand_atmine,8,#rare,,,,
item,brloot_offhand_c4,14,#rare,,,,
item,brloot_offhand_claymore,8,#uncommon,,,,
item,brloot_offhand_frag,18,#common,,,,
item,brloot_offhand_molotov,14,#common,,,,
item,brloot_offhand_semtex,18,#common,,,,
item,brloot_offhand_thermite,14,#uncommon,,,,
item,brloot_offhand_throwingknife,18,#common,,,,
item,brloot_health_adrenaline,15,#common,,,,
item,brloot_offhand_binoculars,15,#uncommon,,,,
item,brloot_offhand_concussion,12,#common,,,,
item,brloot_offhand_decoy,15,#common,,,,
item,brloot_offhand_flash,12,#common,,,,
item,brloot_offhand_gas,15,#uncommon,,,,
item,brloot_offhand_heartbeatsensor,8,#rare,,,,
item,brloot_offhand_smoke,12,#common,,,,
item,brloot_offhand_snapshot,8,#uncommon,,,,
item,brloot_killstreak_recondrone,15,#rare,,,,
item,brloot_offhand_taccover,20,#rare,,,,
item,brloot_offhand_trophysystem,24,#epic,,,,
item,brloot_super_armorbox,0,#rare,,,,
item,brloot_super_deadsilence,20,#legendary,,,,
item,brloot_super_munitionsbox,0,#legendary,,,,
item,brloot_super_stoppingpower,10,#legendary,,,,
item,brloot_armor_plate,96,# rare,,,,
item,brloot_plate_pouch,4,# legendary,,,,
item,brloot_plunder_cash_common_1,0,# common,,,,
item,brloot_plunder_cash_uncommon_1,0,# uncommon,,,,
item,brloot_plunder_cash_uncommon_2,0,# uncommon,,,,
item,brloot_plunder_cash_uncommon_3,0,# uncommon,,,,
item,brloot_plunder_cash_rare_1,100,# rare,,,,
item,brloot_plunder_cash_rare_2,80,# rare,,,,
item,brloot_plunder_cash_epic_1,60,# epic,,,,
item,brloot_plunder_cash_epic_2,40,# epic,,,,
item,brloot_plunder_cash_legendary_1,20,# legendary,,,,
item,brloot_killstreak_clusterstrike,25,#legendary,,,,
item,brloot_killstreak_precision_airstrike,15,#epic,,,,
item,brloot_killstreak_shieldturret,45,#legendary,,,,
item,brloot_killstreak_uav,0,#rare,,,,
item,brloot_assassination_tablet,0,,,,,
item,brloot_domination_tablet,0,,,,,
item,brloot_scavenger_tablet,0,,,,,
item,brloot_timedrun_tablet,0,,,,,
item,brloot_vip_tablet,0,,,,,
item,brloot_access_card_blue,0,,,,,
item,brloot_access_card_green,0,,,,,
item,brloot_access_card_red,1,,,,,
