1,press_to_spawn,MP/PRESS_TO_SPAWN,0,1,
2,spawn_next_round,MP/SPAWN_NEXT_ROUND,0,1,
3,spawn_flag_wait,MP/SPAWN_FLAG_WAIT,0,1,
4,spawn_point_capture_wait,MP/SPAWN_POINT_CAPTURE_WAIT,0,1,
5,spawn_revive_wait,MP/SPAWN_REVIVE_WAIT,1,1,
6,spawn_revive_wait_bleedout,MP/SPAWN_REVIVE_WAIT_BLEEDOUT,1,1,
7,spawn_revive_remote,MP/SPAWN_REVIVE_REMOTE,0,1,
8,spawn_tag_wait,MP/SPAWN_TAG_WAIT,0,1,
9,waiting_to_spawn,MP/WAITING_TO_SPAWN,1,1,
10,next_team_spawn,MP/NEXT_TEAM_SPAWN,0,1,
11,match_starting,MP/MATCH_STARTING,0,1,
12,change_class,MP/CHANGE_CLASS_NEXT_SPAWN,0,1,
13,revive_class,MP/CHANGE_CLASS_NEXT_ROUND,0,1,
14,change_rig,LUA_MENU_MP/CHANGE_RIG_NEXT_SPAWN,0,1,
15,must_select_loadout_to_spawn,MP_INGAME_ONLY/SELECT_LOADOUT_TO_SPAWN,0,1,
16,select_spawn,MP/SELECT_SPAWN,0,1,
17,cowards_way,MP/COWARDS_WAY_OUT,0,1,
18,player_eliminated,MP/SPAWN_ELIMINATED,0,1,
19,self_revive,MP/SUPER_SELF_REVIVE_OR_RESPAWN,1,1,
20,revive_or_respawn,MP/REVIVE_OR_RESPAWN,1,1,
21,ffa_cowards_way,MP/FFA_LAST_STAND_RESPAWN,1,1,
22,being_revived,MP/YOU_ARE_BEING_REVIVED,0,1,
23,reviving_self,MP/REVIVING_SELF,0,1,
24,no_friendly_fire,MP/FRIENDLY_FIRE_WILL_NOT,0,1,
25,rally_point,MP/RALLY_POINT_RESPAWN,1,1,
26,exfil_eliminated,MP/EXFIL_ELIMINATED,0,1,
27,escape_kick,MP/ESC_WAIT_TO_KICK,0,1,
28,rally_wait_revive,MP/SPAWN_RALLY_POINT_DESTROYED,1,1,
29,waiting_for_c130,MP/WAITING_FOR_C130,1,1,
30,waiting_for_hq,MP/WAITING_FOR_HQ,1,1,
31,waiting_suicide_delay,MP/SUICIDE_DELAY,1,1,
32,hint_use_nvg,MP/PRESS_TO_USE_NVG,0,1,
33,hint_use_nvg_kb,MP/PRESS_TO_USE_NVG_KB,0,1,
34,select_loadout_await_c130,MP/SELECT_LOADOUT_AWAIT_C130,0,1,
35,squad_spawn,MP/SQUAD_SPAWN_INSTRUCTIONS,0,1,
36,hq_no_respawn,MP_INGAME_ONLY/HQ_NO_RESPAWN,0,1,
37,quest_pickup,MP/QUEST_PICKUP,0,1,
38,quest_enter_search_area,MP/QUEST_SONAR_START,0,1,
39,quest_stash_found,MP/QUEST_STASH_FOUND,0,1,
40,br_mobile_armory_charging,MP_BR_INGAME/MOBILE_ARMORY_CHARGING,1,1,
41,br_mobile_armory_active,MP_BR_INGAME/MOBILE_ARMORY_ACTIVE,1,1,
42,br_mobile_armory_cooldown,MP_BR_INGAME/MOBILE_ARMORY_COOLDOWN,0,1,
43,ascender_blocked,MP/ASCENDER_BLOCKED,0,1,
44,br_satellite_truck_charging,MP_BR_INGAME/SATELLITE_TRUCK_CHARGING,1,1,
45,br_satellite_truck_active,MP_BR_INGAME/SATELLITE_TRUCK_ACTIVE,1,1,
46,br_satellite_truck_cooldown,MP_BR_INGAME/SATELLITE_TRUCK_COOLDOWN,0,1,
47,br_tablet_pickup_fail,MP_BR_INGAME/TABLET_PICKUP_FAILURE,0,1,
48,br_player_is_jumpmaster,MP_BR_INGAME/INFIL_PLAYER_IS_JUMPMASTER,0,1,
49,br_teammate_is_jumpmaster,MP_BR_INGAME/INFIL_TEAMMATE_IS_JUMPMASTER,0,1,
50,br_invalid_map_selection,MP_BR_INGAME/INFIL_INVALID_MAP_SELECTION,0,1,
