0,none,0,STICKERS/DEFAULT,menu_default_slot,standard,,,,1,
0,placement_sticker_1,1,STICKERS/DEFAULT,menu_default_slot,,1,,,0,
0,placement_sticker_2,2,STICKERS/DEFAULT,menu_default_slot,,1,,,0,
0,placement_sticker_3,3,STICKERS/DEFAULT,menu_default_slot,,1,,,0,
0,placement_sticker_4,4,STICKERS/DEFAULT,menu_default_slot,,1,,,0,
1,sticker_001,5,STICKERS/STICKER_001,ui_sticker_001,standard,,,,0,
2,sticker_002,6,STICKERS/STICKER_002,ui_sticker_002,standard,,,,0,
3,sticker_003,7,STICKERS/STICKER_003,ui_sticker_003,standard,,,,0,
4,sticker_004,8,STICKERS/STICKER_004,ui_sticker_004,standard,,,,0,
5,sticker_005,9,STICKERS/STICKER_005,ui_sticker_005,standard,,,,0,
6,sticker_006,10,STICKERS/STICKER_006,ui_sticker_006,standard,,,,0,
7,sticker_007,11,STICKERS/STICKER_007,ui_sticker_007,standard,,,,0,
8,sticker_008,12,STICKERS/STICKER_008,ui_sticker_008,standard,,,,0,
9,sticker_009,13,STICKERS/STICKER_009,ui_sticker_009,standard,,,,0,
10,sticker_010,,STICKERS/STICKER_010,ui_sticker_010,standard,1,,,0,
11,sticker_011,,STICKERS/STICKER_011,ui_sticker_011,standard,1,,,0,
12,sticker_012,,STICKERS/STICKER_012,ui_sticker_012,standard,1,,,0,
13,sticker_013,,STICKERS/STICKER_013,ui_sticker_013,standard,1,,,0,
14,sticker_014,,STICKERS/STICKER_014,ui_sticker_014,standard,1,,,0,
15,sticker_015,,STICKERS/STICKER_015,ui_sticker_015,standard,1,,,0,
16,sticker_016,,STICKERS/STICKER_016,ui_sticker_016,standard,1,,,0,
17,sticker_017,,STICKERS/STICKER_017,ui_sticker_017,standard,1,,,0,
18,sticker_018,14,STICKERS/STICKER_018,ui_sticker_018,standard,,,,0,
19,sticker_019,15,STICKERS/STICKER_019,ui_sticker_019,standard,,,,0,
20,sticker_020,16,STICKERS/STICKER_020,ui_sticker_020,standard,,,,0,
21,sticker_021,17,STICKERS/STICKER_021,ui_sticker_021,standard,,,,0,
22,sticker_022,18,STICKERS/STICKER_022,ui_sticker_022,standard,,,,0,
23,sticker_023,19,STICKERS/STICKER_023,ui_sticker_023,standard,,,,0,
24,sticker_024,20,STICKERS/STICKER_024,ui_sticker_024,standard,,,,0,
25,sticker_025,21,STICKERS/STICKER_025,ui_sticker_025,standard,,,,0,
26,sticker_026,22,STICKERS/STICKER_026,ui_sticker_026,standard,,,,0,
27,sticker_027,23,STICKERS/STICKER_027,ui_sticker_027,standard,,,,0,
28,sticker_028,24,STICKERS/STICKER_028,ui_sticker_028,standard,,,,0,
29,sticker_029,25,STICKERS/STICKER_029,ui_sticker_029,standard,,,,0,
30,sticker_030,26,STICKERS/STICKER_030,ui_sticker_030,standard,,,,0,
31,sticker_031,27,STICKERS/STICKER_031,ui_sticker_031,standard,,,,0,
32,sticker_032,28,STICKERS/STICKER_032,ui_sticker_032,standard,,,,0,
33,sticker_033,29,STICKERS/STICKER_033,ui_sticker_033,standard,,,,0,
34,sticker_034,30,STICKERS/STICKER_034,ui_sticker_034,standard,,,,0,
35,sticker_035,31,STICKERS/STICKER_035,ui_sticker_035,standard,,,,0,
36,sticker_036,32,STICKERS/STICKER_036,ui_sticker_036,standard,,,,0,
37,sticker_037,33,STICKERS/STICKER_037,ui_sticker_037,standard,,,,0,
38,sticker_038,34,STICKERS/STICKER_038,ui_sticker_038,standard,,,,0,
39,sticker_039,35,STICKERS/STICKER_039,ui_sticker_039,standard,,,,0,
40,sticker_040,36,STICKERS/STICKER_040,ui_sticker_040,standard,,,,0,
41,sticker_041,37,STICKERS/STICKER_041,ui_sticker_041,standard,,,,0,
42,sticker_042,38,STICKERS/STICKER_042,ui_sticker_042,standard,,,,0,
43,sticker_043,39,STICKERS/STICKER_043,ui_sticker_043,standard,,,,0,
44,sticker_044,40,STICKERS/STICKER_044,ui_sticker_044,standard,,,,0,
45,sticker_045,41,STICKERS/STICKER_045,ui_sticker_045,standard,,,,0,
46,sticker_046,42,STICKERS/STICKER_046,ui_sticker_046,standard,,,,0,
47,sticker_047,43,STICKERS/STICKER_047,ui_sticker_047,standard,,,,0,
48,sticker_048,44,STICKERS/STICKER_048,ui_sticker_048,standard,,,,0,
49,sticker_049,45,STICKERS/STICKER_049,ui_sticker_049,standard,,,,0,
50,sticker_050,46,STICKERS/STICKER_050,ui_sticker_050,standard,,,,0,
51,sticker_051,47,STICKERS/STICKER_051,ui_sticker_051,standard,,,,0,
52,sticker_052,48,STICKERS/STICKER_052,ui_sticker_052,standard,,,,0,
53,sticker_053,49,STICKERS/STICKER_053,ui_sticker_053,standard,,,,0,
54,sticker_054,50,STICKERS/STICKER_054,ui_sticker_054,standard,,,,0,
