0,none,MENU/None,menu_default_slot,standard,,,,1,,
1,cos_001,CHARMS/COS_001,ui_charm_001,standard,,,,0,,
2,cos_002,CHARMS/COS_002,ui_charm_002,standard,,,,0,,
3,cos_003,CHARMS/COS_003,ui_charm_003,standard,,,,0,,
4,cos_004,CHARMS/COS_004,ui_charm_004,standard,,,,0,,
5,cos_005,CHARMS/COS_005,ui_charm_005,standard,,,,0,,
6,cos_006,CHARMS/COS_006,ui_charm_006,standard,,,,0,,
7,cos_007,CHARMS/COS_007,ui_charm_007,standard,,,,0,,
8,cos_008,CHARMS/COS_008,ui_charm_008,standard,,,,0,,
9,cos_009,CHARMS/COS_009,ui_charm_009,standard,,,,0,,
10,cos_010,CHARMS/COS_010,ui_charm_010,standard,,,,0,,
11,cos_011,CHARMS/COS_011,ui_charm_011,standard,,,,0,,
12,cos_012,CHARMS/COS_012,ui_charm_012,standard,,,,0,,
13,cos_013,CHARMS/COS_013,ui_charm_013,standard,,,,0,,
14,cos_014,CHARMS/COS_014,ui_charm_014,standard,,,,0,,
15,cos_015,CHARMS/COS_015,ui_charm_015,standard,,,,0,,
16,cos_016,CHARMS/COS_016,ui_charm_016,standard,,,,0,,
17,cos_017,CHARMS/COS_017,ui_charm_017,standard,,,,0,,
18,cos_018,CHARMS/COS_018,ui_charm_018,standard,,,,0,,
19,cos_019,CHARMS/COS_019,ui_charm_019,standard,,,,0,,
20,cos_020,CHARMS/COS_020,ui_charm_020,standard,,,,0,,
21,cos_021,CHARMS/COS_021,ui_charm_021,standard,,,,0,,
22,cos_022,CHARMS/COS_022,ui_charm_022,standard,,,,0,,
23,cos_023,CHARMS/COS_023,ui_charm_023,standard,,,,0,,
24,cos_024,CHARMS/COS_024,ui_charm_024,standard,,,,0,,
25,cos_025,CHARMS/COS_025,ui_charm_025,standard,,,,0,,
26,cos_026,CHARMS/COS_026,ui_charm_026,standard,,,,0,,
27,cos_027,CHARMS/COS_027,ui_charm_027,standard,,,,0,,
28,cos_028,CHARMS/COS_028,ui_charm_028,standard,,,,0,,
29,cos_029,CHARMS/COS_029,ui_charm_029,standard,,,,0,,
30,cos_030,CHARMS/COS_030,ui_charm_030,standard,,,,0,,
31,cos_031,CHARMS/COS_031,ui_charm_031,standard,,,,0,,
32,cos_032,CHARMS/COS_032,ui_charm_032,standard,,,,0,,
33,cos_033,CHARMS/COS_033,ui_charm_033,standard,,,,0,,
34,cos_034,CHARMS/COS_034,ui_charm_034,standard,,,,0,,
35,cos_035,CHARMS/COS_035,ui_charm_035,standard,,,,0,,
36,cos_036,CHARMS/COS_036,ui_charm_036,standard,,,,0,,
37,cos_037,CHARMS/COS_037,ui_charm_037,standard,,,,0,,
38,cos_038,CHARMS/COS_038,ui_charm_038,standard,,,,0,,
39,cos_039,CHARMS/COS_039,ui_charm_039,standard,,,,0,,
40,cos_040,CHARMS/COS_040,ui_charm_040,standard,,,,0,,
41,cos_041,CHARMS/COS_041,ui_charm_041,standard,,,,0,,
42,cos_042,CHARMS/COS_042,ui_charm_042,standard,,,,0,,
43,cos_043,CHARMS/COS_043,ui_charm_043,standard,,,,0,,
44,cos_044,CHARMS/COS_044,ui_charm_044,standard,,,,0,,
45,cos_045,CHARMS/COS_045,ui_charm_045,standard,,,,0,,
46,cos_046,CHARMS/COS_046,ui_charm_046,standard,,,,0,,
