default_ref,REPLACE_ME,hud_icon_hardpoint_diamond,
siege_north,MP_SIEGE_TAC/SPAWN_NORTH,hud_icon_hardpoint_diamond,
siege_south,MP_SIEGE_TAC/SPAWN_SOUTH,hud_icon_hardpoint_diamond,
siege_staging,MP_SIEGE_TAC/SPAWN_STAGING,hud_icon_hardpoint_diamond,
dirttown_allies_start_forward_left,MP_TAC_DIRTTOWN/ALLIES_START_FORWARD_LEFT,hud_icon_hardpoint_diamond,
dirttown_allies_start_forward_right,MP_TAC_DIRTTOWN/ALLIES_START_FORWARD_RIGHT,hud_icon_hardpoint_diamond,
dirttown_allies_start_town_left,MP_TAC_DIRTTOWN/ALLIES_START_TOWN_LEFT,hud_icon_hardpoint_diamond,
dirttown_allies_start_town_right,MP_TAC_DIRTTOWN/ALLIES_START_TOWN_RIGHT,hud_icon_hardpoint_diamond,
dirttown_cafe,MP_TAC_DIRTTOWN/CAFE,hud_icon_hardpoint_diamond,
dirttown_backlot,MP_TAC_DIRTTOWN/BACKLOT,hud_icon_hardpoint_diamond,
dirttown_axis_back_street,MP_TAC_DIRTTOWN/AXIS_BACK_STREET,hud_icon_hardpoint_diamond,
dirttown_axis_street,MP_TAC_DIRTTOWN/AXIS_STREET,hud_icon_hardpoint_diamond,
to_air_allies_0,MP_SIEGE_TAC/TO_AIR_ALLIES_0,hud_icon_hardpoint_diamond,
to_air_allies_1,MP_SIEGE_TAC/TO_AIR_ALLIES_1,hud_icon_hardpoint_diamond,
to_air_allies_2,MP_SIEGE_TAC/TO_AIR_ALLIES_2,hud_icon_hardpoint_diamond,
to_air_allies_blackhawk,MP_SIEGE_TAC/TO_AIR_ALLIES_BLACKHAWK,hud_icon_hardpoint_diamond,
to_air_allies_ah64_left,MP_SIEGE_TAC/TO_AIR_ALLIES_AH64_LEFT,hud_icon_hardpoint_diamond,
to_air_allies_ah64_right,MP_SIEGE_TAC/TO_AIR_ALLIES_AH64_RIGHT,hud_icon_hardpoint_diamond,
to_air_axis_0,MP_SIEGE_TAC/TO_AIR_AXIS_0,hud_icon_hardpoint_diamond,
to_air_axis_1,MP_SIEGE_TAC/TO_AIR_AXIS_1,hud_icon_hardpoint_diamond,
to_air_axis_2,MP_SIEGE_TAC/TO_AIR_AXIS_2,hud_icon_hardpoint_diamond,
dirttown_infil_alpha,MP_TAC_DIRTTOWN/ALLIES_START_FORWARD_LEFT,hud_icon_hardpoint_diamond,
dirttown_infil_bravo,MP_TAC_DIRTTOWN/ALLIES_START_FORWARD_RIGHT,hud_icon_hardpoint_diamond,
dirttown_infil_delta,MP_TAC_DIRTTOWN/ALLIES_START_TOWN_LEFT,hud_icon_hardpoint_diamond,
dirttown_allies_dd_defend_bridge,MP_TAC_DIRTTOWN/ALLIES_DD_DEFEND_BRIDGE,hud_icon_hardpoint_diamond,
dirttown_allies_dd_defend,MP_TAC_DIRTTOWN/ALLIES_DD_DEFEND,hud_icon_hardpoint_diamond,
dirttown_allies_hstg_0_back,MP_TAC_DIRTTOWN/ALLIES_HSTG_0_BACK,hud_icon_hardpoint_diamond,
dirttown_allies_hstg_0_garage,MP_TAC_DIRTTOWN/ALLIES_HSTG_0_GARAGE,hud_icon_hardpoint_diamond,
dirttown_axis_hstg_courtyard,MP_TAC_DIRTTOWN/AXIS_HSTG_COURTYARD,hud_icon_hardpoint_diamond,
dirttown_axis_hstg_cafe,MP_TAC_DIRTTOWN/AXIS_HSTG_CAFE,hud_icon_hardpoint_diamond,
dirttown_allies_hstg_1_arches,MP_TAC_DIRTTOWN/ALLIES_HSTG_1_ARCHES,hud_icon_hardpoint_diamond,
dirttown_allies_hstg_1_underpass,MP_TAC_DIRTTOWN/ALLIES_HSTG_1_UNDERPASS,hud_icon_hardpoint_diamond,
dirttown_allies_hstg_1_flank,MP_TAC_DIRTTOWN/ALLIES_HSTG_1_FLANK,hud_icon_hardpoint_diamond,
dirttown_axis_hstg_1_rally_a,MP_TAC_DIRTTOWN/AXIS_HSTG_1_RALLY_A,hud_icon_hardpoint_diamond,
dirttown_axis_hstg_1_rally_b,MP_TAC_DIRTTOWN/AXIS_HSTG_1_RALLY_B,hud_icon_hardpoint_diamond,
spawn_beacon,MP_INGAME_ONLY/SPAWN_BEACON,hud_icon_hardpoint_diamond,
dirttown_allies_bridge,MP_TAC_DIRTTOWN_ALLIES_BRIDGE,hud_icon_hardpoint_diamond,
