none,,,,MENU/NONE,,menu_default_slot,0,,1,0,,loot,,,,,,,,,,,
accessory001,iw8_acc_watch_analog_1,iw8_acc_weapon_watch_analog_1,iw8_acc_attach_watch_analog_1_band,LUA_MENU/ACCESSORY001,LUA_MENU/ACCESSORY001_DESC,icon_gesture_thumbsup,0,gesture023,1,1,,loot,icon_gesture_thumbsup,ui_loot_accessory_001,,iw8_acc_attach_face_analog_1,iw8_acc_attach_face_analog_1_big,iw8_acc_attach_face_analog_1_female,,,iw8_acc_attach_watch_analog_1_band_female,,
accessory002,iw8_acc_watch_digital_1,iw8_acc_weapon_watch_analog_1,iw8_acc_attach_watch_digital_1_band,LUA_MENU/ACCESSORY001,LUA_MENU/ACCESSORY002_DESC,icon_gesture_noyoudidnt,1,gesture024|gesture023,1,2,,loot,icon_gesture_noyoudidnt,,,iw8_acc_attach_face_analog_2,iw8_acc_attach_face_analog_2_big,iw8_acc_attach_face_analog_2_female,,,,,
accessory003,iw8_acc_watch_digital_2,iw8_acc_weapon_watch_analog_1,iw8_acc_attach_watch_digital_1_band,LUA_MENU/ACCESSORY002,LUA_MENU/ACCESSORY003_DESC,icon_gesture_headcrush,1,gesture024|gesture023,1,3,,loot,icon_gesture_headcrush,,,iw8_acc_attach_face_analog_3,iw8_acc_attach_face_analog_3_big,iw8_acc_attach_face_analog_3_female,,,,,
accessory004,iw8_acc_watch_digital_3,iw8_acc_weapon_watch_analog_1,iw8_acc_attach_watch_digital_1_band,LUA_MENU/ACCESSORY003,LUA_MENU/ACCESSORY004_DESC,icon_gesture_watchingyou,1,gesture024|gesture023,1,4,,loot,icon_gesture_watchingyou,,,iw8_acc_attach_face_analog_4,iw8_acc_attach_face_analog_4_big,iw8_acc_attach_face_analog_4_female,,,,,
accessory005,iw8_acc_watch_digital_j,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY005,LUA_MENU/ACCESSORY005_DESC,icon_gesture_fistpump,0,gesture024|gesture023,1,5,,loot,icon_gesture_fistpump,ui_loot_accessory_005,,iw8_acc_attach_face_digital_j,iw8_acc_attach_face_digital_j_big,iw8_acc_attach_face_digital_j_female,,,,,
accessory006,iw8_acc_watch_digital_b,iw8_acc_weapon_watch_pet,,LUA_MENU/ACCESSORY006,LUA_MENU/ACCESSORY006_DESC,icon_gesture_youredead,0,gesture024|gesture023,1,6,,loot,icon_gesture_youredead,ui_loot_accessory_006,pet,iw8_acc_attach_face_digital_b,iw8_acc_attach_face_digital_b_big,iw8_acc_attach_face_digital_b_female,,,,,
accessory007,iw8_acc_watch_digital_c,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY007,LUA_MENU/ACCESSORY007_DESC,icon_gesture_praise,0,gesture024|gesture023,1,7,,loot,icon_gesture_praise,ui_loot_accessory_007,thermometer,iw8_acc_attach_face_digital_c,iw8_acc_attach_face_digital_c_big,iw8_acc_attach_face_digital_c_female,,,,,
accessory008,iw8_acc_watch_digital_d,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY008,LUA_MENU/ACCESSORY008_DESC,icon_gesture_respect,0,gesture024|gesture023,1,8,,loot,icon_gesture_respect,ui_loot_accessory_008,,iw8_acc_attach_face_digital_d,iw8_acc_attach_face_digital_d_big,iw8_acc_attach_face_digital_d_female,,,,,
accessory009,iw8_acc_watch_digital_e,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY009,LUA_MENU/ACCESSORY009_DESC,icon_gesture_salute,1,gesture024|gesture023,1,9,,loot,icon_gesture_salute,,,iw8_acc_attach_face_digital_e,iw8_acc_attach_face_digital_e_big,iw8_acc_attach_face_digital_e_female,,,,,
accessory010,iw8_acc_watch_analog_doritos,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY010,LUA_MENU/ACCESSORY010_DESC,icon_gesture_bang,0,gesture023,1,10,,loot,icon_gesture_bang,ui_loot_accessory_010,,iw8_acc_attach_face_doritos,iw8_acc_attach_face_doritos_big,iw8_acc_attach_face_doritos_female,,,,,
accessory011,iw8_acc_watch_analog_totinos,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY011,LUA_MENU/ACCESSORY011_DESC,icon_gesture_phew,0,gesture023,1,11,,loot,icon_gesture_phew,ui_loot_accessory_011,,iw8_acc_attach_face_totinos,iw8_acc_attach_face_totinos_big,iw8_acc_attach_face_totinos_female,,,,,
accessory012,iw8_acc_watch_digital_vac,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY012,LUA_MENU/ACCESSORY012_DESC,icon_gesture_stopit,0,gesture023,1,12,,loot,icon_gesture_stopit,ui_loot_accessory_012,,iw8_acc_attach_face_digital_vac,iw8_acc_attach_face_digital_vac_big,iw8_acc_attach_face_digital_vac_female,,,,,
accessory013,iw8_acc_watch_analog_2,iw8_acc_weapon_watch_analog_1,iw8_acc_attach_watch_analog_1_band,LUA_MENU/ACCESSORY013,LUA_MENU/ACCESSORY013_DESC,icon_gesture_peek,0,gesture023,1,13,,loot,icon_gesture_peek,ui_loot_accessory_013,,iw8_acc_attach_face_analog_2,iw8_acc_attach_face_analog_2_big,iw8_acc_attach_face_analog_2_female,,,iw8_acc_attach_watch_analog_1_band_female,,
accessory014,iw8_acc_watch_analog_3,iw8_acc_weapon_watch_analog_1,iw8_acc_attach_watch_analog_1_2_band,LUA_MENU/ACCESSORY014,LUA_MENU/ACCESSORY014_DESC,icon_gesture_okay,0,gesture023,1,14,,loot,icon_gesture_okay,ui_loot_accessory_014,,iw8_acc_attach_face_analog_3,iw8_acc_attach_face_analog_3_big,iw8_acc_attach_face_analog_3_female,,,iw8_acc_attach_watch_analog_1_2_band_female,,
accessory015,iw8_acc_watch_analog_4,iw8_acc_weapon_watch_analog_1,iw8_acc_attach_watch_analog_1_band,LUA_MENU/ACCESSORY015,LUA_MENU/ACCESSORY015_DESC,icon_gesture_holdposition,0,gesture023,1,15,,loot,icon_gesture_holdposition,,,iw8_acc_attach_face_analog_4,iw8_acc_attach_face_analog_4_big,iw8_acc_attach_face_analog_4_female,,,iw8_acc_attach_watch_analog_1_band_female,,
accessory016,iw8_acc_watch_digital_f,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY016,LUA_MENU/ACCESSORY016_DESC,icon_gesture_peace,0,gesture024|gesture023,1,16,,loot,icon_gesture_peace,ui_loot_accessory_016,,iw8_acc_attach_face_digital_f,iw8_acc_attach_face_digital_f_big,iw8_acc_attach_face_digital_f_female,,,,,
accessory017,iw8_acc_watch_digital_g,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY017,LUA_MENU/ACCESSORY017_DESC,icon_gesture_point,1,gesture024|gesture023,1,17,,loot,icon_gesture_point,,,iw8_acc_attach_face_digital_g,iw8_acc_attach_face_digital_g_big,iw8_acc_attach_face_digital_g_female,,,,,
accessory018,iw8_acc_watch_digital_i,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY018,LUA_MENU/ACCESSORY018_DESC,icon_gesture_moveup,0,gesture024|gesture023,0,18,,loot,icon_gesture_moveup,ui_loot_accessory_018,,iw8_acc_attach_face_digital_i,iw8_acc_attach_face_digital_i_big,iw8_acc_attach_face_digital_i_female,,,,,
accessory019,iw8_acc_watch_analog_kyle,iw8_acc_weapon_watch_analog_1,iw8_acc_attach_watch_analog_kyle_band,LUA_MENU/ACCESSORY019,LUA_MENU/ACCESSORY019_DESC,icon_gesture_fallback,0,gesture023,1,19,,loot,icon_gesture_fallback,ui_loot_accessory_019,,iw8_acc_attach_face_analog_kyle,iw8_acc_attach_face_analog_kyle_big,iw8_acc_attach_face_analog_kyle_female,,,iw8_acc_attach_watch_analog_kyle_band_female,,
accessory020,iw8_acc_watch_digital_a,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY020,LUA_MENU/ACCESSORY020_DESC,icon_gesture_devilhorns,0,gesture024|gesture023,1,20,,loot,icon_gesture_devilhorns,ui_loot_accessory_020,,iw8_acc_attach_face_analog_code,iw8_acc_attach_face_analog_code_big,iw8_acc_attach_face_analog_code_female,,,,,
accessory021,iw8_acc_watch_digital_h,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY021,LUA_MENU/ACCESSORY021_DESC,icon_gesture_numberone,0,gesture024|gesture023,1,21,,loot,icon_gesture_numberone,ui_loot_accessory_021,,iw8_acc_attach_face_digital_h,iw8_acc_attach_face_digital_h_big,iw8_acc_attach_face_digital_h_female,,,,,
accessory022,iw8_acc_watch_digital_k,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY022,LUA_MENU/ACCESSORY022_DESC,icon_gesture_numberthree,0,gesture023,1,22,,loot,icon_gesture_numberthree,ui_loot_accessory_022,,iw8_acc_attach_face_digital_k,iw8_acc_attach_face_digital_k_big,iw8_acc_attach_face_digital_k_female,,,,,
accessory023,iw8_acc_watch_digital_b,iw8_acc_weapon_watch_pet,,LUA_MENU/ACCESSORY023,LUA_MENU/ACCESSORY023_DESC,icon_gesture_cough,0,gesture024|gesture023,1,23,,loot,icon_gesture_cough,ui_loot_accessory_023,pet_black,iw8_acc_attach_face_digital_b_1,iw8_acc_attach_face_digital_b_1_big,iw8_acc_attach_face_digital_b_1_female,,,,,
accessory024,iw8_acc_watch_digital_c,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY024,LUA_MENU/ACCESSORY024_DESC,icon_gesture_meh,0,gesture024|gesture023,1,24,,loot,icon_gesture_meh,ui_loot_accessory_024,thermometer,iw8_acc_attach_face_digital_c_1,iw8_acc_attach_face_digital_c_1_big,iw8_acc_attach_face_digital_c_1_female,,,,,
accessory025,iw8_acc_watch_digital_d,iw8_acc_weapon_watch_analog_1,,LUA_MENU/ACCESSORY025,LUA_MENU/ACCESSORY025_DESC,icon_gesture_stayhere,0,gesture024|gesture023,1,25,,loot,icon_gesture_stayhere,ui_loot_accessory_025,,iw8_acc_attach_face_digital_d_1,iw8_acc_attach_face_digital_d_1_big,iw8_acc_attach_face_digital_d_1_female,,,,,
