mp_bomb_site,LUA_MENU/MAPNAME_BOMB_SITE,LUA_MENU/MAPNAME_BOMB_SITE,,0.6,205,542,0,-0.01,-0.008,SABF,SAS,SAS,RUSF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,LUA_MENU/MAPNAME_BOMB_SITE,,DXR_OFF,,1,0,1125,3500,1,,-0.01,-0.008,1,1,1,1,1,12000,2000,4000,15000,2000,,
mp_breakneck,LUA_MENU/MAPNAME_BREAKNECK,LUA_MENU/MAPNAME_BREAKNECK_CAPS,,0.5,285,542,0,,,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,LUA_MENU/MAPNAME_BREAKNECK,,DXR_ON,,1,1,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,
mp_broadcast2,LUA_MENU/MAPNAME_BROADCAST,LUA_MENU/MAPNAME_BROADCAST,,0.45,205,542,0,0,0,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,loading_mp_broadcast2_bg,0,LUA_MENU/MAPNAME_BROADCAST,,DXR_ON,,0,0,800,3500,1,,0.02,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,
mp_aniyah,LUA_MENU/MAPNAME_ANIYAH,LUA_MENU/MAPNAME_ANIYAH,,0.6,205,542,0,-0.01,-0.008,SABF,SAS,SAS,RUSF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,loading_mp_aniyah_bg,1,LUA_MENU/MAPNAME_ANIYAH,,DXR_OFF,,0,2,1125,3500,1,,0.079,-0.092,1,1,1,1,1,12000,2000,4000,15000,2000,,
mp_aniyah_tac,LUA_MENU/MAPNAME_ANIYAH_TAC,LUA_MENU/MAPNAME_ANIYAH_TAC,,0.53,205,542,0,0,0.008,SABF,SAS,SAS,RUSF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,loading_mp_aniyah_tac_bg,0,LUA_MENU/MAPNAME_ANIYAH_TAC,,DXR_OFF,,0,44,1135,3500,1,,0.075,-0.013,1,1,1,1,1,12000,2000,4000,15000,2000,,
mp_assault,LUA_MENU/MAPNAME_ASSAULT,LUA_MENU/MAPNAME_ASSAULT,,0.6,205,542,0,-0.01,-0.008,SABF,SAS,SAS,RUSF,FIVE,SIX,FREE,1,,4000,6000,image_mp_map_templogo,loading_mp_hackney_bg,0,LUA_MENU/MAPNAME_ASSAULT,,DXR_OFF,,1,0,1125,3500,1,,-0.01,-0.008,1,1,1,1,1,12000,2000,4000,15000,2000,,
mp_backlot2,LUA_MENU/MAPNAME_BACKLOT2,LUA_MENU/MAPNAME_BACKLOT2,,0.46,205,542,0,0.035,-0.018,SABF,SAS,SAS,RUSF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,loading_mp_backlot2_bg,0,LUA_MENU/MAPNAME_BACKLOT2,,DXR_OFF,,0,35,1125,3500,1,,-0.01,-0.008,1,1,1,1,1,12000,2000,4000,15000,2000,,
mp_cave,LUA_MENU/MAPNAME_CAVE,LUA_MENU/MAPNAME_CAVE,1,0.62,205,542,327,0,0.015,SABF,SAS,SAS,RUSF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,loading_mp_cave_bg,0,LUA_MENU/MAPNAME_CAVE,,DXR_ON,,0,3,1175,3500,1,,-0.002,-0.09,1,1,1,1,1,12000,2000,4000,15000,2000,,
mp_cave_am,LUA_MENU/MAPNAME_CAVE_AM,LUA_MENU/MAPNAME_CAVE_AM,,0.62,205,542,327,0,0.015,SABF,SAS,SAS,RUSF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,loading_mp_cave_am_bg,0,LUA_MENU/MAPNAME_CAVE_AM,,DXR_ON,,0,4,1175,3500,1,,-0.002,-0.09,1,1,1,1,1,12000,2000,4000,15000,2000,,
mp_crash2,LUA_MENU/MAPNAME_CRASH2,LUA_MENU/MAPNAME_CRASH2,,0.42,200,542,0,-0.017,0.006,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,loading_mp_crash2_bg,0,LUA_MENU/MAPNAME_CRASH2,,DXR_ON,,0,5,500,3500,1,,0.03,-0.03,1,1,1,1,1,12000,2000,4000,15000,2000,,
mp_deadzone,LUA_MENU/MAPNAME_DEADZONE,LUA_MENU/MAPNAME_DEADZONE,,0.55,205,542,0,0.005,-0.018,RUSF,SAS,FIVE,SABF,USMC,SIX,FREE,,,,,image_mp_map_templogo,loading_mp_deadzone_bg,1,LUA_MENU/MAPNAME_DEADZONE,,DXR_ON,,0,6,1000,3500,1,,0.09,-0.07,1,1,1,1,1,12000,2000,4000,15000,2000,,
mp_emporium,LUA_MENU/MAPNAME_EMPORIUM,LUA_MENU/MAPNAME_EMPORIUM,,0.44,205,542,0,0.011,0,SIX,SAS,FIVE,SABF,FIVE,RUSF,FREE,,,,,image_mp_map_templogo,loading_mp_emporium_bg,0,LUA_MENU/MAPNAME_EMPORIUM,,DXR_ON,,0,41,500,3500,0,,0.02,-0.05,1,1,1,1,1,12000,2000,4000,15000,2000,,
mp_euphrates,LUA_MENU/MAPNAME_EUPHRATES,LUA_MENU/MAPNAME_EUPHRATES,,0.55,205,542,18,0.02,0.02,SABF,SAS,SAS,RUSF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,loading_mp_euphrates_bg,0,LUA_MENU/MAPNAME_EUPHRATES,,DXR_ON,,0,7,500,4250,1,,0.1,-0.06,1,1,1,1,1,12000,2000,4000,15000,2000,,
mp_fallout,LUA_MENU/MAPNAME_FALLOUT,LUA_MENU/MAPNAME_FALLOUT,,0.6,205,542,0,-0.01,-0.008,SABF,SAS,SAS,RUSF,FIVE,SIX,FREE,1,,4000,6000,image_mp_map_templogo,loading_mp_hackney_bg,0,LUA_MENU/MAPNAME_FALLOUT,,DXR_OFF,,1,0,1125,3500,1,,-0.01,-0.008,1,1,1,1,1,12000,2000,4000,15000,2000,,
