chance,ammo,2,#Ammo should be spawned dependent on weapons that pop out of cache or at random,
chance,health,31,,
chance,plunder,2,,
chance,killstreak,3,,
chance,lethal,14,,
chance,tactical,14,,
chance,super,22,,
chance,weapon,7,,
chance,gear,4,,
chance,tablet,0,,
item,brloot_ammo_12g,20,#common,
item,brloot_ammo_50cal,20,#common,
item,brloot_ammo_762,30,#common,
item,brloot_ammo_919,20,#common,
item,brloot_ammo_rocket,10,#common,
item,brloot_offhand_atmine,8,#rare,
item,brloot_offhand_claymore,8,#rare,
item,brloot_offhand_c4,14,#uncommon,
item,brloot_offhand_frag,18,#common,
item,brloot_offhand_molotov,18,#common,
item,brloot_offhand_semtex,18,#common,
item,brloot_offhand_thermite,14,#uncommon,
item,brloot_offhand_throwingknife,18,#common,
item,brloot_health_adrenaline,15,#common,
item,brloot_offhand_binoculars,0,#common,
item,brloot_offhand_concussion,15,#common,
item,brloot_offhand_decoy,15,#common,
item,brloot_offhand_flash,15,#common,
item,brloot_offhand_gas,8,#uncommon,
item,brloot_offhand_heartbeatsensor,6,#rare,
item,brloot_offhand_smoke,14,#common,
item,brloot_offhand_snapshot,8,#uncommon,
item,brloot_offhand_taccover,20,#rare,
item,brloot_offhand_trophysystem,24,#rare,
item,brloot_killstreak_recondrone,15,#epic,
item,brloot_super_deadsilence,20,#rare,
item,brloot_super_stoppingpower,10,#legendary,
item,brloot_super_munitionsbox,6,#legendary,
item,brloot_super_armorbox,5,#legendary,
item,brloot_weapon_famas_epic,226,#epic,
item,brloot_weapon_famas_lege,92,#legendary,
item,brloot_weapon_mcx_comm,0,#common,
item,brloot_weapon_mcx_unco,759,#uncommon,
item,brloot_weapon_mcx_rare,791,#rare,
item,brloot_weapon_m4_epic,226,#epic,
item,brloot_weapon_m4_lege,92,#legendary,
item,brloot_weapon_scarh_comm,0,#common,
item,brloot_weapon_scarh_unco,759,#uncommon,
item,brloot_weapon_scarh_rare,791,#rare,
item,brloot_weapon_ak47_epic,226,#epic,
item,brloot_weapon_ak47_lege,92,#legendary,
item,brloot_weapon_fal_epic,226,#epic,
item,brloot_weapon_fal_lege,92,#legendary,
item,brloot_weapon_mp7_comm,0,#common,
item,brloot_weapon_mp7_unco,759,#uncommon,
item,brloot_weapon_mp7_rare,791,#rare,
item,brloot_weapon_mp5_epic,226,#epic,
item,brloot_weapon_mp5_lege,92,#legendary,
item,brloot_weapon_p90_rare,791,#rare,
item,brloot_weapon_bizon_epic,226,#epic,
item,brloot_weapon_bizon_lege,92,#legendary,
item,brloot_weapon_citori_comm,0,#common,
item,brloot_weapon_citori_unco,759,#uncommon,
item,brloot_weapon_m870_comm,0,#common,
item,brloot_weapon_m870_unco,759,#uncommon,
item,brloot_weapon_m870_rare,791,#rare,
item,brloot_weapon_dp12_epic,226,#epic,
item,brloot_weapon_dp12_lege,92,#legendary,
item,brloot_weapon_deagle_comm,0,#common,
item,brloot_weapon_deagle_unco,759,#uncommon,
item,brloot_weapon_p320_comm,0,#common,
item,brloot_weapon_p320_unco,759,#uncommon,
item,brloot_weapon_p320_rare,791,#rare,
item,brloot_weapon_magnum_epic,226,#rare,
item,brloot_weapon_magnum_lege,92,#legendary,
item,brloot_weapon_dragunov_epic,226,#epic,
item,brloot_weapon_dragunov_lege,92,#legendary,
item,brloot_weapon_m14_comm,0,#common,
item,brloot_weapon_m14_unco,759,#uncommon,
item,brloot_weapon_marlin_comm,0,#common,
item,brloot_weapon_marlin_unco,759,#uncommon,
item,brloot_weapon_marlin_rare,791,#rare,
item,brloot_weapon_kar98_epic,226,#epic,
item,brloot_weapon_kar98_lege,92,#legendary,
item,brloot_weapon_mg34_comm,0,#common,
item,brloot_weapon_mg34_unco,759,#uncommon,
item,brloot_weapon_mg34_rare,791,#rare,
item,brloot_weapon_pkm_epic,226,#epic,
item,brloot_weapon_pkm_lege,92,#legendary,
item,brloot_weapon_rpg7_comm,0,#common,
item,brloot_weapon_carlg_epic,226,#epic,
item,brloot_weapon_mgl32_lege,5,#legendary,
item,brloot_weapon_as50_lege,5,#legendary,
item,brloot_weapon_ram7_lege,5,#legendary,
item,brloot_weapon_origin12_lege,5,#legendary,
item,brloot_weapon_crossbow_lege,5,#legendary,
item,brloot_armor_plate,94,#common,
item,brloot_plate_pouch,6,#common,
item,brloot_plunder_cash_uncommon_1,0,#uncommon,
item,brloot_plunder_cash_uncommon_2,20,#uncommon,
item,brloot_plunder_cash_uncommon_3,12,#uncommon,
item,brloot_plunder_cash_rare_1,8,#rare,
item,brloot_equip_gasmask,100,#legendary,
item,brloot_killstreak_uav,15,#legendary,
item,brloot_killstreak_clusterstrike,25,#epic,
item,brloot_killstreak_precision_airstrike,15,#legendary,
item,brloot_killstreak_shieldturret,45,#rare,
